name,smiles
CHEMBL36861,O=C(O)CCN1CCN(CCOCc2ccccc2)CC1
CHEMBL298920,CCOc1ccccc1NC(=O)OCCN1CCCCC1
CHEMBL22530,O=C(O)c1cc(O)c2c(Cl)c(Cl)c(Cl)cc2n1
CHEMBL70162,CCOC(=O)c1cnn2c1n[n+]([O-])c1ccc(Cl)cc12
CHEMBL297892,NS(=O)(=O)c1cc(C(=O)NCC(=O)O)ccc1Cl
CHEMBL47165,O=C(O)c1ccc2c(Cl)c(Cn3ccnc3)sc2c1
CHEMBL296006,O=C(O)c1ccc2sc(Cn3ccnc3)c(Cl)c2c1
CHEMBL50976,COc1cc(OC)c2c(CCC(=O)O)c(C(=O)O)[nH]c2c1
CHEMBL56314,CC(=O)Nc1c(N=C(N)N)cc(C(=O)O)cc1N=C(N)N
7-DESETHYL-NORFLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(NCCN)cc21
CHEMBL431939,CCOC(=O)c1cc2ccc3c(c4ccccc4n3C)c2o1
CHEMBL35958,COc1ccc(C2CNC(=O)C2)cc1OCCCC(=O)O
CHEMBL36182,CCOC(=O)C1C(=O)NCC1c1ccc(OC)c(OC)c1
CHEMBL7260,CCOC(=O)c1cc2ccccn2/c(=N/c2ccccc2)n1
CHEMBL13195,CC(C)(CCC(=O)O)CCn1cnc2c(O)nc(N)nc21
CHEMBL16970,Cc1cccc(C(=O)NCCCCCCCC(=O)O)c1O
CHEMBL7332,C=CCOc1cccc(C(=O)OCC(O)CNC(C)C)c1
CHEMBL276547,Cc1ccc(O)c(C(=O)NCCCCCCCC(=O)O)c1
CHEMBL266529,C=CCOc1ccccc1C(=O)OCC(O)CNC(C)C
CHEMBL54438,CCOC(=O)CCCN(O)C(=O)CCCc1ccccc1
CHEMBL30775,CCCC(Nc1ccc(C(=O)OCC)cc1)C(=O)OCC
CHEMBL16744,Cc1ccc(C(=O)NCCCCCCCC(=O)O)c(O)c1
CHEMBL30289,COC(=O)/C=C/c1ccc(OCC(O)CNC(C)C)cc1
CHEMBL290310,CCCCn1ccc2cc(-c3ccc(C(=O)O)cc3)ccc21
CHEMBL278348,CC(CS)C(=O)N(CC(=O)O)C1Cc2ccccc2C1
CHEMBL38063,CC1C(C(=O)OC2(C)CCN(C)CC2)CC2CC1C2(C)C
CHEMBL302990,CCOC(=O)c1nc2c3cc(Cl)ccc3oc(=O)n2n1
CHEMBL8995,O=C(O)c1cc2n(n1)C(C(=O)O)Nc1cc(Cl)ccc1-2
CHEMBL39470,O=C(O)Cc1cc(Cl)c2c(c1)CCC(C(F)(F)F)N2
CHEMBL61966,COC(=O)C1C(=O)C=C(Nc2ccc(Cl)cc2)CC1C
CHEMBL277149,O=C(NCc1ccc(Cl)cc1)OCCCc1c[nH]cn1
CHEMBL306208,COC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N2C
CHEMBL26602,CCOC(=O)Cn1c([N+](=O)[O-])nc2ccc([N+](=O)[O-])cc21
CHEMBL27303,CCOC(=O)Cn1c([N+](=O)[O-])nc2cc([N+](=O)[O-])ccc21
CHEMBL416736,CCc1noc(C2CN=CNC2)n1.O=C(O)C(F)(F)F
CHEMBL16691,CC(=O)NCC1CN(c2ccc(C(C)=O)c(F)c2)C(=O)O1
CHEMBL16046,CC(NC(=O)C(CC(=O)NO)Cc1ccccc1)C(=O)O
CHEMBL57446,Cc1cccc2c1/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2
CHEMBL440104,O=C(O)CCNC(=O)C(CC(=O)NO)Cc1ccccc1
CHEMBL16575,COc1cc(OC)cc(N2CC(CNC(C)=O)OC2=O)c1
CHEMBL55056,CC(C(=O)O)C(=O)NC(CC(=O)NO)Cc1ccccc1
CHEMBL22280,COc1ccccc1NC(=O)Oc1cccc2cccnc12
ROSOXACIN,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21
CHEMBL441247,CC(c1cc2ccccc2s1)N(O)C(=O)NCC(=O)O
CHEMBL62447,COC(=O)c1c(C)nc2c(CCc3ccccc3)cccn12
CHEMBL7434,CC(=O)Nc1ccc(C(=O)OCC(O)CNC(C)C)cc1
CHEMBL266803,CC(=O)Nc1cccc(C(=O)OCC(O)CNC(C)C)c1
CHEMBL291112,CC(C)(CCCCn1cnc2c1NC=NCC2O)C(=O)O
CHEMBL285450,CCOC(=O)CCCCCn1cnc2c1NC=NCC2O
CHEMBL38305,O=C(O)CCCCCCCn1cnc2c1NC=NCC2O
CHEMBL17599,CCCC1=NN(C(=O)OC2CCCCC2)C(CCC)N=N1
CHEMBL432525,COC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2
CHEMBL38994,O=C(O)CC1CCc2cc(Cl)cc3[nH]c(=O)c(=O)n1c23
CHEMBL74823,CN1CCC2(CC1)OC(=O)N(c1cccc(Cl)c1)C2=O
CHEMBL28955,Nc1c(CC(=O)[O-])cc(F)cc1C(=O)c1ccccc1.[Na+]
CHEMBL58150,NC1=CC(=O)c2ccc(-c3cccc(C(=O)O)n3)nc2C1=O
CHEMBL283661,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(F)cc1.[Na+]
CHEMBL275820,O=C(O)CCn1c(=O)c2ccccc2c2ccccc2c1=O
CHEMBL21746,CNC(=O)OCc1ccc2c(c1)C(=O)c1ccccc1C2=O
CHEMBL14639,CCOC(=O)c1cn2c3c(nc(O)c2n1)-c1ccccc1C3
CHEMBL43548,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)nc21
CHEMBL50718,COC(=O)OCC(CO)CCn1cnc2cnc(N)nc21
CHEMBL34770,NS(=O)(=O)c1nnc(NC(=O)CNCC(=O)O)s1
MEBENDAZOLE,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1
CHEMBL303287,O=C(O)c1ccc(S(=O)(=O)NCCc2c[nH]cn2)cc1
CHEMBL65435,O=C(O)c1cccc(S(=O)(=O)NCCc2c[nH]cn2)c1
CHEMBL65133,O=C(O)c1ccccc1S(=O)(=O)NCCc1c[nH]cn1
CHEMBL65240,CCOC(=O)NCCCC(O)(C(=O)OC)c1ccccc1
CHEMBL427995,CC(C)(C)NCC(O)COC(=O)c1ccc2c(c1)OCO2
CHEMBL16978,O=C(O)CCCCCCCNC(=O)c1ccc(O)cc1O
CHEMBL16915,O=C(O)CCCCCCCNC(=O)c1cc(O)ccc1O
DIACETYLISOPROTERENOL,CC(=O)Oc1ccc(C(O)CNC(C)C)cc1OC(C)=O
CHEMBL17034,O=C(O)CCCCCCCNC(=O)c1c(O)cccc1O
CHEMBL294170,C=CCOC(=O)c1c(C)nc2c(c1N)c1ccccc1n2C
CHEMBL16605,O=C(O)CCCCCCCNC(=O)c1cc(O)cc(O)c1
CHEMBL273221,CCN1Cc2ccccc2C(=O)c2ccc(CC(=O)O)cc21
CHEMBL431380,CCn1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)OC(=O)N2
CHEMBL16274,O=C(Nc1ccc2ccccc2c1)OCCCc1c[nH]cn1
CHEMBL12164,CC(C(=O)O)c1ccc2c(c1)N(C)Cc1ccccc1C2=O
CHEMBL6943,CC(C)(C)OC(=O)C1=C(O)C(=O)N(Cc2cccs2)C1
CHEMBL308214,CC(=O)Oc1nc(-c2ccccc2)sc1-c1ccccc1
CHEMBL7484,CCCOc1ccccc1C(=O)OCC(O)CNC(C)C
CHEMBL63467,CN(C)CC/C=C(/c1ccccc1)c1cccc(C(=O)O)c1
CHEMBL36881,CN1CCC(OC(=O)c2ccc(-c3ccccc3)cc2)CC1
CHEMBL281294,CCOC(=O)c1ccccc1OCC(O)CNC(C)(C)C
CHEMBL281967,COC(=O)CCc1ccccc1OCC(O)CNC(C)C
CHEMBL36387,CN1CCC(OC(=O)c2ccccc2-c2ccccc2)CC1
ESMOLOL,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
CHEMBL6915,CCC(NC(=O)C(CS)C(C)c1ccccc1)C(=O)O
CHEMBL9350,CC(C)Cc1noc2c(Cl)c3c(cc12)CC(C(=O)O)O3
CHEMBL277954,O=C(CC(=O)NC1CCOC1=O)Cc1cccc(Cl)c1
CHEMBL273574,O=C(CC(=O)NC1CCOC1=O)Cc1ccc(Cl)cc1
CHEMBL16100,O=C(CC(=O)NC1CCOC1=O)Cc1ccccc1Cl
CHEMBL72744,O=C(O)c1cc(C(=O)O)c2cccc(Br)c2n1
CHEMBL74323,O=C(O)c1cc(C(=O)O)c2cc(Br)ccc2n1
CHEMBL72615,O=C(O)c1cc(C(=O)O)c2c(Br)cccc2n1
DICLOFENAC,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
MECLOFENAMIC ACID,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
CHEMBL281393,O=Nc1c2n3cc(C(=O)O)[nH]c3c(O)nc-2c2ccccc12
CHEMBL310176,CC(=O)OCC(NC(=O)C(N)CC(C)C)P(=O)(O)O
CHEMBL305291,CC(C)CC(N)C(=O)NC(CCC(=O)O)P(=O)(O)O
CHEMBL417323,O=C(O)Cn1c(=O)c2ccccc2n(-c2ccccc2)c1=O
CHEMBL14459,COC(=O)c1c(CS(C)(=O)=O)nc2ccccc2[n+]1[O-]
CHEMBL47859,CS(=O)(=O)c1ccc(N2CC(CN=[N+]=[N-])OC2=O)cc1
CHEMBL7533,CC(C)(C)NCC(O)COC(=O)c1cccc([N+](=O)[O-])c1
CHEMBL6999,CC(C)(C)NCC(O)COC(=O)c1ccc([N+](=O)[O-])cc1
CHEMBL34140,COC(=O)Nc1ccc(C)c(-c2nc3cc(C)ccc3o2)c1
CHEMBL280470,CC(=O)NCC1CN(c2ccc([S+](C)[O-])cc2)C(=O)O1
CHEMBL274275,CC(=O)NCC1CN(c2cccc([S+](C)[O-])c2)C(=O)O1
CHEMBL58024,O=C(O)CN1C(=O)C(=O)N(Cc2cccc(Cl)c2)C1=O
CHEMBL287552,Cc1nc2ccc(Br)cc2c(=O)n1CC(=O)O
CHEMBL276434,CC(=O)c1cc2c3c(cccc3c1)C(=O)N(CC(=O)O)C2=O
CHEMBL295496,[N-]=[N+]=NCC1CN(c2ccc(S(N)(=O)=O)cc2)C(=O)O1
CHEMBL37880,COc1cc2cc(C(=O)O)[nH]c2cc1OCc1ccccc1
CHEMBL31585,CC(=O)c1ccc(OC(=O)CNC(=O)c2ccccc2)cc1
CHEMBL36187,COc1ccc(C2CCNC2)cc1OC.O=C(O)C(=O)O
CHEMBL29066,COc1ccc(/C=C/C(=O)Nc2ccc(C(=O)O)cc2)cc1
CHEMBL49201,O=C(/C=C/c1cccn1Cc1ccccc1)CC(=O)C(=O)O
CHEMBL33351,CC(=O)c1cccc(OC(=O)CNC(=O)c2ccccc2)c1
CHEMBL12454,COc1ccc2c(c1)CNc1cc(CC(=O)O)ccc1C2=O
CHEMBL75445,Nc1c(C(=O)CCC(=O)O)cccc1C(=O)c1ccccc1
CHEMBL273364,CC(=O)c1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
CHEMBL287903,O=C(O)c1ccc2ccc(/C=C/c3ccsc3)nc2c1O
CHEMBL71236,CC(C)(C)c1cccc(C(=O)Nc2ccc(C(=O)O)cc2)c1
CHEMBL39772,O=C(CCc1ccccc1)NCC(=O)OCc1ccccc1
CHEMBL71840,CCc1ccc(NC(=O)c2ccc(C(=O)O)cc2)cc1CC
CHEMBL68502,CC(C)(C)c1ccc(NC(=O)c2ccc(C(=O)O)cc2)cc1
CHEMBL33606,CC(C)c1ccc(OC(=O)CNC(=O)c2ccccc2)cc1
CHEMBL281298,COC(=O)c1ccccc1OCC(O)CNC(C)(C)CO
CHEMBL33061,CC(C)(C)c1cccc(NC(=O)c2ccc(C(=O)O)cc2)c1
CHEMBL71357,CC(C)(C)c1ccc(C(=O)Nc2ccc(C(=O)O)cc2)cc1
CHEMBL299256,CCCOC(=O)c1c(C)nc2c(c1N)c1ccccc1n2C
CHEMBL68862,CCOC(=O)Cc1ccc(-c2nc3ccccc3s2)cc1
CHEMBL60540,COC(=O)C1C2CC3CCC1N3C/C2=C\c1ccc(C)cc1
CHEMBL31050,CCOC(=O)CCNCC(O)COC1=CC=CCC1(C)C
CHEMBL265511,CCOC(=O)c1ccc(NCCCc2ccc(C)cc2)cc1
CHEMBL288900,CCN(CC)CCOC(=O)c1ccccc1-c1ccccc1
CHEMBL32057,O=C(O)c1ccc(NCCCCCCc2ccccc2)cc1
CHEMBL275273,CCOC(=O)Nc1ccc2c(Cl)c(OC)oc(=O)c2c1
CHEMBL275840,O=C(O)CCCCCCCNC(=O)c1ccc(Cl)cc1
CHEMBL16731,O=C(O)CCCCCCCNC(=O)c1ccccc1Cl
CHEMBL9281,O=C(O)c1cc2c3cc(Cl)c(Cl)cc3nc(O)n2n1
CHEMBL290564,O=C1NC(=O)C2(CCOc3ccc(Br)cc32)O1
CHEMBL45051,NC(Cc1c(OCC(=O)O)noc1C(F)(F)F)C(=O)O
CHEMBL288172,CN1CCC(OC(=O)c2ccccc2Br)CC1
CHEMBL59110,O=C1Nc2ccc(F)cc2/C1=C/c1[nH]cc2c1CCOC2=O
CHEMBL56969,COC(=O)c1[nH]c(C(=O)OC)c(C)c2c3ccccc3nc1-2
AZIETOMIDATE,CC(c1ccccc1)n1cncc1C(=O)OCCC1(C)N=N1
CHEMBL418215,CCOC(=O)c1ccc(NCCCc2ccc(N)cc2)cc1
CHEMBL31688,CCOC(=O)c1ccc(NCCCc2ccccc2N)cc1
CHEMBL302070,CCCCCOC(=O)CCCNC(=O)NC1CCCCC1
CHEMBL17315,O=C(O)CCCCCCCNC(=O)c1cccnc1Cl
CHEMBL34224,COc1cc(N)c(Cl)cc1C(=O)OC1CCN(C)CC1
CHEMBL274588,O=C(O)c1nc2c(O)nc3cc(Cl)c(Cl)cc3n2n1
CHEMBL38108,O=C(O)Cn1c(=O)[nH]c2ccc(Br)cc2c1=O
CHEMBL39532,NC(Cc1nc2ccccc2n1CP(=O)(O)O)C(=O)O
CHEMBL28998,O=C(O)Cc1cccc2c(=O)c3cccc([N+](=O)[O-])c3oc12
CHEMBL7502,O=C(O)C1Cc2cc3c(-c4ccccc4F)noc3cc2O1
CHEMBL20192,O=C(COc1ccccc1)OCn1oc(=O)c2ccccc21
CHEMBL9261,O=C(c1ccc2c(c1)OCO2)c1ccc2n1CCC2C(=O)O
CHEMBL48712,CC(N)P(=O)(O)CC(CCCc1ccccc1)C(=O)O
CHEMBL416035,COc1ccc(CCC(=O)Nc2ccc(C(=O)O)cc2)cc1
CHEMBL440664,Nc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2cc1NC1CC1
CHEMBL25048,O=C(NC(Cc1ccccc1)C(=O)O)OCc1ccccc1
CHEMBL9466,CCOc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1
CHEMBL269361,COc1ccc(C(=O)c2ccc3n2CCCC3C(=O)O)cc1
CHEMBL9399,CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
FENBENDAZOLE,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1
CHEMBL11297,CC(NC(=O)C(CS)C(C)c1ccc(F)cc1)C(=O)O
CHEMBL277543,CN1C2CCCC1CC(OC(=O)c1cccc3[nH]cnc13)C2
CHEMBL25591,O=C1NCC2(CCN(CCc3c[nH]c4ccccc34)CC2)O1
CHEMBL69034,CC(=O)Oc1cccc(C2(N3CC=CCC3)CCCCC2)c1
CHEMBL274412,O=NN(CCCl)C(=O)NC(Cc1ccccc1)C(=O)O
CHEMBL39101,COC(=O)C1C(C)N=C(S)N1Nc1cccc(Cl)c1
CHEMBL39105,COC(=O)C1N=C(S)N(Nc2cccc(Cl)c2)C1C
CHEMBL8693,O=C(O)C1=NN2C(=O)Nc3cc(Cl)c(Cl)cc3C2C1
CHEMBL293487,O=C(O)CCCc1ccc(NC(=O)CBr)cc1
CHEMBL57003,C=CC[N+](C)(C)c1ccc(OC(C)=O)cc1.[Br-]
CHEMBL59192,C=CC[N+](C)(C)c1cccc(OC(C)=O)c1.[Br-]
CHEMBL273953,Cn1c(=O)c2nc(-c3cccc(C(=O)O)c3)[nH]c2n(C)c1=O
CHEMBL428357,O=C(c1cccc([N+](=O)[O-])c1)c1ccc2n1CCC2C(=O)O
CHEMBL31362,O=C(CNC(=O)c1ccccc1)Oc1cccc([N+](=O)[O-])c1
CHEMBL32011,O=C(CNC(=O)c1ccccc1)Oc1ccc([N+](=O)[O-])cc1
CHEMBL9382,O=C(c1ccc([N+](=O)[O-])cc1)c1ccc2n1CCC2C(=O)O
CHEMBL11048,Cn1c(=O)c2nc(-c3ccc(C(=O)O)cc3)[nH]c2n(C)c1=O
CHEMBL11146,Cn1c(=O)c2nc(-c3ccccc3C(=O)O)[nH]c2n(C)c1=O
IRLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cccc3)cc21
CHEMBL35254,COC(=O)Nc1ccc(F)c(-c2nc3cc(C)ccc3o2)c1
CHEMBL32013,O=C(O)c1ccc(NCCCc2ccccc2[N+](=O)[O-])cc1
CHEMBL285861,O=C(O)c1ccc(NCCCc2ccc([N+](=O)[O-])cc2)cc1
CHEMBL48054,CC(C)(C)Cc1onc(OCC(=O)O)c1CC(N)C(=O)O
DESMEDIPHAM,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1
CHEMBL10195,CCOC(=O)c1[nH]cc2nc3ccc(O)cc3c-2c1COC
CHEMBL35524,O=C(O)c1cccc(CCn2cnc3c2NC=NCC3O)c1
CHEMBL37074,O=C(O)Cc1cccc(Cn2cnc3c2NC=NCC3O)c1
CHEMBL38256,COC(=O)c1ccc(Cn2cnc3c2NC=NCC3O)cc1
CHEMBL7556,CCOC(=O)Nc1ccc(N(C)c2cccc(OC)c2)cc1
CHEMBL33979,CC(=O)Oc1ccccc1COC(=O)N(CCCl)N=O
CHEMBL286240,CC(=O)Oc1ccc(COC(=O)N(CCCl)N=O)cc1
CHEMBL287045,CCN(CC)CCOC(=O)c1cc(Cl)c(N)cc1OC
MAKALUVAMINE I,NC1=CC2=NCCc3c[nH]c(c32)C1=O.O=C(O)C(F)(F)F
CHEMBL69917,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3ccnc3)cc21
CHEMBL304749,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cccn3)cc21
CHEMBL280966,CCOC(=O)c1cnc2cc(C3CCC(=O)O3)ccc2c1O
CHEMBL447524,CC(=O)OC1CCn2c1nc1c2C(=O)C(C)=C(N2CC2)C1=O
CHEMBL72908,COc1nsnc1C1=CCCN(C)C1.O=C(O)C(=O)O
CHEMBL267061,O=C(c1ccc(F)cc1)c1ccc2n1CCCCC2C(=O)O
CHEMBL34471,NS(=O)(=O)c1ccc(CNC(=O)CNCC(=O)O)cc1
NOCODAZOLE,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1
CHEMBL72356,CCCC(=O)OC/C(C)=C1/CN(C(=O)c2ccccc2)C1=O
CHEMBL296550,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3=O
PHENOXYCARB,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1
CHEMBL306003,CN1C2CCC1CC(OC(=O)n1c(=O)[nH]c3ccccc31)C2
CHEMBL28803,CCn1cc(C(=O)O)c(=O)c2ccc(N3CCNCC3)cc21
CHEMBL58308,COC(=O)C1C2CC3CCC1N3C/C2=C\c1ccc(F)cc1
CHEMBL31706,CCOC(=O)c1ccc(NCCCc2ccccc2F)cc1
CHEMBL11665,NC(CCCCCS(=O)(=O)c1ccccc1O)C(=O)O
CHEMBL28561,CCOC(=O)c1ccc(NCCCc2cccc(F)c2)cc1
CHEMBL283382,CCOC(=O)c1ccc(NCCCc2ccc(F)cc2)cc1
CHEMBL267278,CSc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
CHEMBL277428,CSc1cc2n(c1C(=O)c1ccccc1)CCC2C(=O)O
CHEMBL6370,Cc1ccc(Sc2cncc3sc(C(=O)O)cc23)cc1
CHEMBL7462,CC(C)(C)NCC(O)COC(=O)c1cccc2ccccc12
CHEMBL45545,CCc1cccc2c3c(n(C)c12)C(CC)(CC(=O)O)OCC3
CHEMBL63386,O=C(O)c1cc(CP(=O)(O)O)c2ccc(Cl)cc2n1
CHEMBL29150,O=C(/C=C/c1ccc(Cl)cc1)Nc1ccc(C(=O)O)cc1
CHEMBL30942,CCOC(=O)CCNCC(O)COc1ccccc1Cl
CHEMBL31411,CCOC(=O)CCNCC(O)COc1ccc(Cl)cc1
CHEMBL416030,CCOC(=O)CCNCC(O)COc1cccc(Cl)c1
CHEMBL31344,O=C(O)CCc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12
CHEMBL53649,O=C(Cc1ccc(Cl)c(Cl)c1)OCCN1CCCC1
OLSALAZINE,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O
CHEMBL20633,[N-]=[N+]=NCc1cc(CN=[N+]=[N-])cc(C(=O)CC(=O)C(=O)O)c1
CHEMBL9160,CCOC(=O)c1cc2c3cc([N+](=O)[O-])ccc3nc(O)n2n1
CHEMBL20342,[N-]=[N+]=NCc1ccc(C(=O)CC(=O)C(=O)O)cc1CN=[N+]=[N-]
CHEMBL283743,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3cocn3)cc21
CHEMBL68012,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cnnc3)cc21
CHEMBL17584,CC1=C(N2CC2)C(=O)c2nc3n(c2C1=O)CCC3OC(N)=O
CHEMBL56423,CC1=C(N)C(=O)c2c(COC(N)=O)c3n(c2C1=O)CC1NC31
CHEMBL45095,O=C(O)c1cn(C2CC2)c2cc(NC3CC3)c(F)cc2c1=O
CHEMBL35189,NS(=O)(=O)c1ccc(COC(=O)CNCC(=O)O)cc1
CHEMBL36017,NS(=O)(=O)c1ccc(NNC(=O)CNCC(=O)O)cc1
CHEMBL64006,Cc1noc(NS(=O)(=O)c2ccsc2C(=O)O)c1C
CHEMBL14623,Cc1nccc2c1[nH]c1ccc(OC(=O)c3ccccc3)cc12
CHEMBL11861,COC(=O)Nc1nc2cc(C(=O)N3CCCCC3)ccc2[nH]1
CHEMBL40486,CCn1cc(C(=O)O)c(=O)c2ccc(N3CCNCC3)nc21
CHEMBL273491,COC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1
CHEMBL23804,CNC(=O)OCc1nc(SC)n(C)c1COC(=O)NC
CAMBENDAZOLE,CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1
CHEMBL16153,CCCC1=C(C(=O)OCC)C(c2cccc(C)c2)NC(=O)N1
CHEMBL10841,CC(=O)OCCCC1=CCN(NC(=O)c2ccccc2)CC1
CHEMBL275111,CC(=O)OCCCC1=CCCN(NC(=O)c2ccccc2)C1
CHEMBL68399,CC(C)CCn1cnc(C(Cc2ccc(N)nc2)C(=O)O)c1
CHEMBL35458,COC(=O)Nc1ccc(Cl)c(-c2nc3ccccc3o2)c1
NEOSTIGMINE BROMIDE,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-]
CHEMBL14390,NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O
CHEMBL301576,COC1=C(OC)/C(=C/Cn2cnc3c(N)ncnc32)OC1=O
CHEMBL294218,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(F)cccc1-2
FLUMAZENIL,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
PIPEMIDIC ACID,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21
EZOGABINE,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
8-(1-HYDROXYETHYL)ETODOLAC,CCC1(CC(=O)O)OCCc2c1[nH]c1c(C(C)O)cccc21
7-HYDROXYETODOLAC,CCc1c(O)ccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
6-HYDROXYETODOLAC,CCc1cc(O)cc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
CHEMBL28364,O=C(O)c1ccc(NCc2ccc(-c3ccccc3)cc2)cc1
CHEMBL31611,CCOC(=O)CNCC(O)COc1cccc2ccccc12
CHEMBL13030,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
CHEMBL32363,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C
CHEMBL448775,COC(=O)CCNCC(O)COc1cccc2ccccc12
CHEMBL279784,CSc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(C)cc1
CHEMBL26497,O=C(O)CNC1CCC2(CC1)CCN(c1ccncc1)CC2
CHEMBL31229,O=C(O)c1ccc(NCCCCCCc2cccs2)cc1
CHEMBL31304,CCOC(=O)c1ccc(NCCCCc2cccs2)cc1
CHEMBL31290,O=C(CCc1ccc(Cl)cc1)Nc1ccc(C(=O)O)cc1
CHEMBL27381,Cc1c(NCC(=O)O)cccc1C(=O)c1ccc(Cl)cc1
CHEMBL9404,O=C(c1ccc(Cl)cc1)c1ccc2n1CCCC2C(=O)O
CHEMBL59071,COC(=O)c1c(C)nc2c(c1N)c1cc(Cl)ccc1n2C
CHEMBL266563,O=C(c1cccc(Cl)c1)c1ccc2n1CCCC2C(=O)O
CHEMBL27873,CC(Nc1ccccc1C(=O)c1ccc(Cl)cc1)C(=O)O
CHEMBL32400,CN(CCCc1ccc(Cl)cc1)c1ccc(C(=O)O)cc1
CHEMBL280532,O=C(O)Cc1ccc(NCCCc2ccc(Cl)cc2)cc1
CHEMBL31223,CCOC(=O)c1ccc(NCCc2ccc(Cl)cc2)cc1
CHEMBL11605,NC(CCCCCSc1cc(Cl)ccc1O)C(=O)O
CHEMBL37361,CC(=O)OCCOCn1ccc2c(Cl)nc(Cl)nc21
CHLORAMBUCIL,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
CHEMBL36643,COC(=O)COc1ccc(C(=O)Nc2ccc(F)cc2)cn1
CHEMBL280408,CCn1cc(C(=O)O)c(=O)c2cc(F)c(C3=NCCO3)cc21
CHEMBL289750,C=Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC(N)C3)nc21
CHEMBL307888,COC1=CC(=O)c2c(c(COC(N)=O)c(C3CC3)n2C)C1=O
CHEMBL64974,CCN1C(=O)c2ccccc2C(CC(=O)NC(=O)OC)C1=O
CHEMBL277288,COC1=C(C)C(=O)c2c(c(COC(N)=O)c3n2CCC3)C1=O
CHEMBL277537,O=C(NCc1cccc([N+](=O)[O-])c1)OCCCc1c[nH]cn1
CHEMBL43606,CCOC(=O)c1cnc(CC)nc1NN1C(=O)C=C(C)C1=O
CHEMBL418056,O=C(O)c1ccc(CCCn2cnc3c2NC=NCC3O)o1
CHEMBL16338,O=C(NCc1ccc([N+](=O)[O-])cc1)OCCCc1c[nH]cn1
CHEMBL11698,COC(=O)Nc1nc2cc(C(=O)N3CCOCC3)ccc2[nH]1
CHEMBL282758,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCCC3)cc21
CHEMBL38114,CC/C=N/OCC(O)CNC(C)C.O=C(O)/C=C/C(=O)O
CHEMBL431713,CC(C)NCC(O)CON=C1CCCC1.O=C(O)C(=O)O
CHEMBL39873,C/C=N/OCC(O)CNC(C)(C)C.O=C(O)/C=C/C(=O)O
CHEMBL39987,CCO/N=C/C(O)CNC(C)(C)C.O=C(O)/C=C/C(=O)O
CHEMBL291115,CCCO/N=C/C(O)CNC(C)C.O=C(O)/C=C/C(=O)O
CHEMBL275885,CCc1cc(N2CC(CNC(C)=O)OC2=O)ccc1C(C)=O
