name,smiles
CHEMBL277523,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)c(F)c21
CHEMBL37139,COc1ccc(/C=C/c2ccc3ccc(C(=O)O)c(O)c3n2)cc1O
CHEMBL277099,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(N)C3)c(F)c21
CHEMBL294916,COC(=O)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
CHEMBL277921,O=C(O)Cc1nn(-c2nc3ccccc3s2)c(=O)c2ccccc12
CHEMBL22182,CC(=O)Oc1ccc(-c2nc(-c3ccc(N=C=S)cc3)no2)cc1
CHEMBL282343,CCOC(=O)CN(CC(=O)OCC)c1ccc(C(=O)OCC)cc1
CHEMBL28511,CSc1ccc(C(=O)c2cc(C)cc(CC(=O)[O-])c2N)cc1.[Na+]
CHEMBL18471,O=C(O)CCCOc1cccc(OCc2ccc3ccccc3n2)c1
CHEMBL32228,CC(=O)Oc1ccc(-c2c(C)c3cc(OC(C)=O)ccc3n2C)cc1
CHEMBL58757,C#Cc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OC(C)(C)C)ncn1-2
CHEMBL417327,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)OCCCCc1ccccc1
CHEMBL12750,CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCSCC3)cc21
CHEMBL65971,CN1CC(c2cccc(OCc3nc4ccccc4n3C)c2)OC1=O
CHEMBL277292,O=C(O)CCCOc1ccc(OCc2ccc3ccccc3n2)cc1
CHEMBL416057,Cc1c(-c2ccc(C(C)(C)C)cc2)nc2ccc(F)cc2c1C(=O)O
CHEMBL39167,Cc1c(CCCCc2ccccc2)nc2ccc(F)cc2c1C(=O)O
CHEMBL30156,CCCSc1ccc2nc(NC(=O)OC)n(C(=O)OCC)c2c1
CHEMBL30017,CCCSc1ccc2c(c1)nc(NC(=O)OC)n2C(=O)OCC
CHEMBL285370,CC(C)c1ccc(/C(=C\CC(N)C(=O)[O-])c2ccsc2)cc1.[Na+]
CHEMBL294345,CN(C)CCC/C=C1/c2ccccc2COc2ccc(C(=O)O)cc21
QUINUCLIDINYL BENZILATE,O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1
CHEMBL50920,CC(=O)Oc1cc(C)cc(C)c1/C=C\C(=O)N(C)Cc1ccccc1
CHEMBL295715,CC(=O)Oc1c(C)ccc(C)c1/C=C\C(=O)N(C)Cc1ccccc1
CHEMBL304042,CN(C)CCC/C=C1\c2ccccc2COc2ccc(C(=O)O)cc21
CHEMBL293677,CC(C)NC(=O)OCc1cn2c(c1COC(=O)NC(C)C)CCC2
CHEMBL65699,CN(C)CC/C=C1\c2ccccc2COc2ccc(CC(=O)O)cc21
CHEMBL311281,CC1(C)CCC(C)(C)c2cc(CNc3ccc(C(=O)O)cc3)ccc21
CHEMBL36889,CN1CCC(C)(OC(=O)c2ccccc2CCc2ccccc2)CC1
CHEMBL17644,CC(C)CCOC1(C(F)(F)F)OC(=O)Nc2ccc(Cl)cc21
CHEMBL44078,Cc1cccc(N(C)c2cc(Cl)nc(SCC(=O)O)n2)c1C
CHEMBL45951,CCC(Oc1ccc(Cl)cc1)C(=O)OC1CC2CCC(C1)N2C
CHEMBL24390,O=C(O)COc1ccc2c(-c3ccccc3Cl)noc2c1Cl
CHEMBL60534,COC(=O)C1C(=O)C=C(Nc2ccc(Br)cc2)CC1C
CHEMBL21530,CCOCCc1noc(C2CN=CNC2)n1.O=C(O)C(F)(F)F
CHEMBL36860,O=C([O-])c1cccc(OCCn2cnc3c2NC=NCC3O)c1.[Na+]
CHEMBL288414,O=C([O-])c1ccccc1OCCn1cnc2c1NC=NCC2O.[Na+]
CHEMBL291131,O=C(O)c1cn(CCF)c2nc(N3CCNCC3)c(F)cc2c1=O
CHEMBL288879,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3CCF)C1
CHEMBL25504,CNC(=O)Cc1cccc2c1Cc1c-2nc(O)c2nc(C(=O)O)cn12
CHEMBL30993,Cc1ccc(CN2C(=O)C(C(C#N)C(=O)O)c3cc(F)ccc32)cc1
CHEMBL78292,CO/N=C(/C(=O)NC1C=C(CC(=O)O)C(=O)C1)c1csc(N)n1
CHEMBL42893,CCOC(=O)Nc1cc2c(c(N)n1)N=C1Cc3ccccc3CC1O2
CHEMBL289251,Cc1cc(/C=C/C(=O)O)ccc1NC(=O)c1cccc(NC(=N)N)c1
CHEMBL37600,N=C(N)Nc1cccc(C(=O)Nc2ccc(C3CC3C(=O)O)cc2)c1
CHEMBL277941,CC(C)(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)O)cc1
CHEMBL20254,CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)O)cc1
CHEMBL418228,Cc1cc(NC(=O)c2cccc(NC(=N)N)c2)ccc1/C=C/C(=O)O
CHEMBL35113,NS(=O)(=O)c1nnc(NC(=O)CNCCNCC(=O)O)s1
CHEMBL279815,CC(=O)NCC1CN(c2ccc(C(C)=O)c([S+](C)[O-])c2)C(=O)O1
CHEMBL40218,CCOC(=O)c1c(NC(=O)C(C)C)sc2c1CCN(C(C)=O)C2
CHEMBL18569,CCCCOC(=O)Nc1cccc2c1CN(C)CC2c1ccccc1
CHEMBL62973,CCOC(=O)NC(=O)CC1C(=O)N(C)C(=O)c2ccc(Cl)cc21
CHEMBL23971,O=C(O)c1ccccc1Nc1cccc(I)c1
CHEMBL290555,O=C(O)CC1CCc2cc(Br)cc3[nH]c(=O)c(=O)n1c23
CHEMBL37496,C=CCn1c(=O)n(CC(=O)O)c(=O)c2cc(Br)ccc21
CHEMBL308336,O=C([O-])c1ccc[n+](CCOC(=O)c2cc(Br)c[nH]2)c1
CHEMBL37869,O=C(O)c1ccc2ccc(/C=C/c3cc(O)c(O)c(O)c3)nc2c1O
CHEMBL58891,COC(=O)CCc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O
CHEMBL433424,O=C(O)Cc1cn2c3c(nc(O)c2n1)-c1cccc(CC(=O)O)c1C3
CHEMBL14519,CNC(=O)Nc1ccc2c(c1)Cc1c-2nc(O)c2nc(C(=O)O)cn12
CHEMBL29023,Cc1ccc(/C(=C\CC(N)C(=O)[O-])c2ccc(F)cc2F)cc1.[Na+]
CHEMBL37180,COc1ccccc1CCOC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
CHEMBL72994,NC(=O)OC1=C(OC(N)=O)C(c2ccccc2)NC1c1ccccc1
CHEMBL301161,CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1ccc(C)cc1
CHEMBL47606,Cc1ccc(-c2cc(C(=O)O)cc(-c3ccc4ccccc4c3)n2)cc1
CHEMBL31335,CCOC(=O)C(C)(C)NCC(O)COc1ccccc1C(=O)OC
CHEMBL39448,Cc1c(-c2ccc(-c3ccccc3)cc2)nc2ccccc2c1C(=O)O
CHEMBL294239,COCC(C(=O)Oc1c(OC)cccc1OC)N1CCCOCC1
CHEMBL422213,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(C)cc1C)CN2
CHEMBL9668,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(C)c(C)c1)CN2
CHEMBL441973,CCOC(=O)C(=O)Nc1cc(N2CCc3ccccc3C2)cc(C)n1
CHEMBL289432,O=C(O)CCNC(=O)C1CCCN(C(=O)CCC2CCNCC2)C1
CHEMBL26290,CCOC(=O)c1ccc(/C=C(C)/C=C/C2=C(C)CCCC2(C)C)cn1
CHEMBL294651,CCCc1c2nccc(Cl)c2cc2c(=O)cc(C(=O)[O-])oc12.[Na+]
CHEMBL14258,COc1oc(=O)c2cc(NC(=O)CCCC(=O)O)ccc2c1Cl
CHEMBL14457,COC(=O)CCC(=O)Nc1ccc2c(Cl)c(OC)oc(=O)c2c1
CHEMBL39650,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(Cl)C3)nc21
CHEMBL16191,O=C(CC(=O)NC1CCOC1=O)Cc1ccc(Br)cc1
CHEMBL281136,CCn1cc(C(=O)O)c(=O)c2c(F)c(F)c(N3CCCC3)c(F)c21
CHEMBL298097,CO/N=C(/C(=O)NC1CN(/N=C/C(=O)O)C1=O)c1csc(N)n1
CHEMBL43204,O=C(Cc1ccccc1)NC1C(=O)N2C(C(=O)[O-])=CCSC12.[Na+]
CHEMBL55269,C#CCNC1=C(C)C(=O)c2c(c(COC(N)=O)c3n2CC2NC32)C1=O
CHEMBL37987,CCCn1c(=O)[nH]c2[nH]c(-c3ccc(/C=C/C(=O)O)cc3)nc2c1=O
CHEMBL45887,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3cc(C)nc(C)c3)cc21
CHEMBL37334,COc1ccc(C#CCCCC(=O)O)cc1Cc1cnc(N)nc1N
CHEMBL9503,CC(C)C(=O)Nc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1
CHEMBL65120,CN1CC(c2cccc(OCc3nc4ccccc4s3)c2)OC1=O
CHEMBL50006,CCOC(=O)c1c2[nH]c3ccc(OC)cc3c2cc2nc(C)sc12
CHEMBL72412,CCOC(=O)N1CCN(S(=O)(=O)C2OC2c2ccccc2)CC1
CHEMBL74429,CCOC(=O)NC(=S)N/N=C(\S)N/N=C(\C)c1ccccn1
CHEMBL299315,COC1=C(OC)C(O)(CCn2cnc3c(Cl)ncnc32)OC1=O
CHEMBL33773,C#CCOC(=O)Nc1ccc(C)c(-c2nc3cc(Cl)ccc3o2)c1
CHEMBL34585,C#CCOC(=O)Nc1ccc(Cl)c(-c2nc3cc(C)ccc3o2)c1
CHEMBL286925,C#CCOC(=O)Nc1ccc(Cl)c(-c2nc3c(C)cccc3o2)c1
CHEMBL47440,COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2Cl)N1
CHEMBL25528,CCCCc1nc(Cl)c(CC(=O)O)n1Cc1ccccc1Cl
CHEMBL292700,O=C(O)c1cc2cc(O)c(O)cc2c(C(=O)c2ccc(O)c(O)c2)n1
CHEMBL278880,O=C1Nc2ccc(F)cc2C(C#Cc2ccsc2)(C(F)(F)F)O1
CHEMBL301252,CCCc1c2nc(C(=O)O)cc(C)c2cc2c(=O)cc(C(=O)O)oc12
CHEMBL9369,CCOC(=O)C(=O)NCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1O
CHEMBL432463,CSc1ccc(C(=O)c2cc(F)cc(CC(=O)[O-])c2N)cc1.[Na+]
CHEMBL274992,CC(=O)NCC1CN(c2ccc([S+](C)[O-])c([N+](=O)[O-])c2)C(=O)O1
CHEMBL310257,COC(=O)CC(=O)Nc1cccc(COc2ccc(C(C)=O)cc2)c1
CHEMBL35466,N=C(N)Nc1cccc(C(=O)Nc2ccc(CC(N)C(=O)O)cc2)c1
CHEMBL9740,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(OC)cc1)CN2
CHEMBL7362,CNC(=O)NCC(C)(C)NCC(O)COC(=O)c1ccccc1F
CHEMBL58570,CCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OC(C)(C)C)ncn1-2
CHEMBL266957,Cc1cc(=O)n(C(=O)OC(C)(C)C)c2c3c(ccc12)OC(C)(C)C=C3
EFAPROXIRAL,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1
CHEMBL68781,CC1(C)CCSc2ccc(NC(=O)c3ccc(C(=O)O)cc3)cc21
CHEMBL73741,CCCCCc1nsnc1C1=CCCN(C)C1.O=C(O)C(=O)O
CHEMBL19738,CSc1cc2n(c1C(=O)c1ccc(C3CC3)cc1)CCC2C(=O)O
CHEMBL289090,Cc1cccc(NN2C(S)=NC(C)C2c2cccc(C(=O)O)c2)c1
CHEMBL6998,CC(C)(C)NCC(O)COC(=O)C(c1ccccc1)c1ccccc1
CHEMBL283224,CCC1N(C)C(=O)OC12CCN(CCc1c[nH]c3ccccc13)CC2
CHEMBL27989,CCCC1NC(=O)OC12CCN(CCc1c[nH]c3ccccc13)CC2
CHEMBL37372,CCN(CC)CCOC(=O)C(C)(c1ccccc1)c1ccc(O)cc1
CHEMBL286987,CCCN1CC2(CCN(CCc3c[nH]c4ccccc34)CC2)OC1=O
CHEMBL27929,CCCC1CN(CCc2c[nH]c3ccccc23)CCC12CNC(=O)O2
CHEMBL52544,CCOC(=O)c1sc(SC)c2c1ccc1c3ccccc3[nH]c12
CHEMBL431883,CC(C)N1CC2(CCN(CCc3c[nH]c4ccccc34)CC2)OC1=O
CHEMBL303232,COC(=O)C1C(c2cccc(-c3ccsc3)c2)CC2CCC1N2C
CHEMBL280029,O=C1Nc2ccc(Cl)cc2C(C#Cc2ccoc2)(C(F)(F)F)O1
CHEMBL280316,O=C1Nc2ccc(Cl)cc2C(C#Cc2ccco2)(C(F)(F)F)O1
CHEMBL29174,COc1cc(CC(=O)[O-])c(N)c(C(=O)c2ccc(Cl)cc2)c1.[Na+]
CHEMBL50852,COc1cc(N)c(Cl)cc1NC(=O)OCCN1CCCCCC1
CHEMBL49266,COc1cc(N)c(Cl)cc1NC(=O)OCCN1CCC(C)CC1
CHEMBL16864,O=C(O)CCCCCCCNC(=O)c1ccc(Br)cc1
CHEMBL277969,O=C(O)CCCCCCCNC(=O)c1ccccc1Br
CHEMBL298469,NC(Cc1c(OCP(=O)(O)O)noc1-c1ccccc1)C(=O)O
CHEMBL33835,N#CC(C(=O)O)C1C(=O)N(Cc2ccc(F)cc2)c2ccc(F)cc21
CHEMBL301183,O=C(/C=C/c1cccn1Cc1ccc([N+](=O)[O-])cc1)CC(=O)C(=O)O
CHEMBL285722,N=C(N)Nc1cccc(C(=O)Nc2ccc(/C=C/C(=O)O)cc2F)c1
CHEMBL68222,O=C(O)CN1C(=O)C(NC(=O)COc2ccccc2)CS1(=O)=O
CHEMBL48346,CO/N=C(/C(=O)NC1CN(NCC(=O)O)C1=O)c1csc(N)n1
CHEMBL73714,CCOC(=O)n1c2ccccc2c2oc(C(=O)N3CCOCC3)cc21
CHEMBL306049,CC(C)(Oc1ccc(NC(=O)Nc2ccc(C=O)cc2)cc1)C(=O)O
CHEMBL72805,COC(=O)n1c2cc(C)ccc2c2oc(C(=O)N3CCOCC3)cc21
CHEMBL75383,COC(=O)C1=C(C)N=C(C)/C(=C(/O)OC)C1c1ccc2[nH]nnc2c1
CHEMBL44497,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1cccc(OC)c1)CO2
CHEMBL53900,CC1=C(N2CC2C)C(=O)c2c(COC(N)=O)c3n(c2C1=O)CC1NC31
CHEMBL54112,CC1=C(N2CC2)C(=O)c2c(COC(N)=O)c3n(c2C1=O)CC1C3N1C
CHEMBL288348,O=C(O)C(CCCCn1cnc2c1NC=NCC2O)c1ccccc1
CHEMBL47891,CC1CN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)CCN1
CHEMBL37408,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1
CHEMBL45933,Cc1c(N2CCNCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
CHEMBL77229,Cc1ccc(NC(=O)Nc2ccc(OC(C)(C)C(=O)O)cc2)cc1C
CHEMBL49141,CCCOc1ccc2[nH]c3cnc(C(=O)OCC)c(COC)c3c2c1
CHEMBL35777,COC(=O)c1cc(C)ccc1CCCn1cnc2c1NC=NCC2O
CHEMBL37183,COC(=O)c1ccc(C)c(CCCn2cnc3c2NC=NCC3O)c1
CHEMBL262916,CN1CCN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)CC1
CHEMBL34859,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
CHEMBL288157,CCCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
CHEMBL29277,CCOC(=O)CC1CCCN1C(=O)C(=O)c1c[nH]c2c(C)cccc12
CHEMBL14983,CN(C)C(=O)N1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccccc21
CHEMBL290111,COC(=O)c1ccc(C)cc1CCCn1cnc2c1NC=NCC2O
CHEMBL29546,CCOC(=O)c1sc2c(=O)n(CC)nc(-c3ccccc3)c2c1C
CHEMBL287909,CS(=O)(=O)Nc1cc2c(cc1Sc1nccs1)C(=O)OC2
CHEMBL291105,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)C(C)S2
CHEMBL418429,COC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
CHEMBL284809,C#CCOC(=O)Nc1ccc(Cl)c(-c2nc3cc(O)ccc3o2)c1
CHEMBL35806,C=CCOC(=O)Nc1ccc(Cl)c(-c2nc3cc(C)ccc3o2)c1
CHEMBL292824,CCOC(=O)c1cc(C)cn1S(=O)(=O)c1cc(Cl)ccc1N
CHEMBL72105,O=C(O)c1cc(C(=O)O)c2cc(I)ccc2n1
CHEMBL17608,O=C1Nc2ccc(F)c(F)c2C(C#Cc2ccoc2)(C(F)(F)F)O1
CHEMBL75830,COC(=O)C(=O)Nc1cccc(COc2ccc(C(C)=O)c(O)c2)c1
CHEMBL45578,CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1ccc(F)cc1
CHEMBL39162,O=C(O)c1cc(-c2ccc(-c3ccccc3)cc2)nc2ccc(F)cc12
CHEMBL46882,Cc1cc(NC(=O)C(=O)O)cc(C)c1Oc1ccc(O)c(C(C)C)c1
CHEMBL441597,CCCCC1=C(N2CC2)C(=O)c2nc3n(c2C1=O)CCC3OC(C)=O
CHEMBL29570,CCn1cc(C(=O)O)c(=O)c2cc(C(C)=O)c(N3CCNCC3)cc21
CHEMBL40937,O=C(O)c1ccc2c(c1)/C(=C\Cc1cccnc1)c1ccccc1CO2
CHEMBL45586,Cc1c(N2CCOCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
CHEMBL46203,Nc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2cc1N1CCC(O)CC1
CHEMBL299345,COC(=O)Nc1ccccc1Nc1c2ccccc2nc2ccccc12
CHEMBL278384,COC(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1
CHEMBL47886,CN1CCN(c2nc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)CC1
CHEMBL267811,CC(=O)OC(C)n1c([S+]([O-])Cc2ccccn2)nc2ccccc21
CHEMBL420007,CCCCOc1nsnc1C1=CCCN(C)C1.O=C(O)C(=O)O
CHEMBL19992,CCOC(=O)c1ccc(N)c(C[S+]([O-])c2nc3ccccc3[nH]2)c1
CHEMBL32854,COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1
CHEMBL38946,CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1cccc(C)c1
CHEMBL8841,CCCCCC(O)c1cccc(OCc2cccc(C(=O)OC)n2)c1
CHEMBL31591,CCOC(=O)c1ccc(CNCC(O)COc2ccccc2C)cc1
CHEMBL18852,COC(=O)c1c(NC(=O)Nc2ccc(C)cc2)cc(C(C)(C)C)n1C
CHEMBL25990,N=C(N)c1ccc(C(=O)N2CCC3(CCC(C(=O)O)CC3)CC2)cc1
CHEMBL275164,CCCc1ccc(C(=O)c2c(SC)cc3n2CCC3C(=O)O)cc1
CHEMBL800,Cc1c(CC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1
CHEMBL39815,COC(=O)c1cccc(C2C(C)N=CN2Nc2cccc(Cl)c2)c1
CHEMBL299479,O=C(OCC1CCN(Cc2ccccc2)CC1)c1ccc(Cl)cc1
CHEMBL303318,O=C(O)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1
CHEMBL42719,CCOC(=O)c1cnc(C(F)(F)F)nc1NN1C(=O)C=C(C)C1=O
CHEMBL305534,O=C(O)CCn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3cccc3)cc21
CHEMBL76011,COC(=O)n1c2cc(O)ccc2c2oc(C(=O)N3CCOCC3)cc21
CHEMBL37621,CCCn1c(=O)[nH]c2[nH]c(-c3ccc(OCC(=O)O)cc3)nc2c1=O
CHEMBL418047,NS(=O)(=O)c1nc2ccc(NC(=O)CNCC(=O)O)cc2s1
CHEMBL289076,O=C(O)c1ccc2c(c1)/C(=N\Cc1cccnc1)c1ccccc1CO2
CHEMBL312162,COc1ccc(NC(=O)Nc2ccc(OC(C)(C)C(=O)O)cc2)cc1
CHEMBL37559,COc1ccc(C(=O)O)cc1CCCn1cnc2c1NC=NCC2O
CHEMBL287365,COC(=O)c1ccc(OC)c(CCn2cnc3c2NC=NCC3O)c1
CHEMBL63580,COc1ccc(C2(C#N)CCN(CC(=O)O)CC2)cc1OCC1CC1
CHEMBL30886,CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1(C)c1cccnc1
CHEMBL306642,COc1ccc(C2(C#N)CCN(CC(=O)O)CC2)cc1OC1CCC1
CHEMBL33921,COc1ccc(CCCCCC(=O)O)cc1Cc1cnc(N)nc1N
CHEMBL293879,CCOC(=O)CN1CCN(c2nc3ccsc3n3cccc23)CC1
CHEMBL283563,N=C(N)c1ccc(N2CCC3(CCN(CCC(=O)O)CC3)CC2)cc1
CHEMBL292421,CCCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C2C1
CHEMBL64633,CCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(CC)C2C1
CHEMBL51302,CC(Oc1ccc(Oc2cnc3ccc(Cl)cc3n2)cc1)C(=O)O
QUIZALOFOP,CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)O
CHEMBL34893,Cc1ccc2oc(-c3cc(NC(=O)OC(C)C)ccc3Cl)nc2c1
CHEMBL35615,CCCOC(=O)Nc1ccc(Cl)c(-c2nc3cc(C)ccc3o2)c1
CHEMBL276942,CCOC(=O)Nc1cccc2c1CN(C)CC2c1ccc(Cl)cc1
CHEMBL408348,CN1Cc2c(NC(=O)OCCCl)cccc2C(c2ccccc2)C1
CHEMBL300102,O=C([O-])c1cc(O)c2cc3c(=O)cc(C(=O)[O-])oc3cc2n1.[Na+].[Na+]
CHEMBL9098,O=C(c1c(F)c(F)c(F)c(F)c1F)c1ccc2n1CCC2C(=O)O
CHEMBL28928,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(C(F)(F)F)cc1.[Na+]
CHEMBL35420,NS(=O)(=O)c1ccc(NC(=O)CN(CC(=O)O)CC(=O)O)cc1
CHEMBL34969,NS(=O)(=O)c1ccccc1NC(=O)CN(CC(=O)O)CC(=O)O
CHEMBL29033,O=C(O)C1=CC(C2CC2)c2nc(N3CC/C(=N\O)C3)c(F)cc2C1=O
CHEMBL74841,COC(=O)C(=O)Nc1cccc(COc2ccc(C(C)=O)c(F)c2)c1
CHEMBL34696,NS(=O)(=O)c1cccc(NC(=O)CN(CC(=O)O)CC(=O)O)c1
CHEMBL417508,N.O=C(O)C1OC(Sc2[nH]cnc3ncnc2-3)C(O)C(O)C1O
CHEMBL27638,CCCC(=O)OC1CCn2c1nc1c2C(=O)C(C)=C(NC(C)=O)C1=O
CHEMBL36334,NS(=O)(=O)c1nc2ccc(OC(=O)CNCC(=O)O)cc2s1
CHEMBL415910,CC(C)(C)Nc1cc2c(cc1[N+](=O)[O-])c(=O)c(C(=O)O)cn2C1CC1
CHEMBL42543,CC(C)(C)n1cc(C(=O)O)c(=O)c2cc([N+](=O)[O-])c(NC3CC3)cc21
CHEMBL35974,O=C(O)c1cn(C2CC2)c2cc(N3CCCNCC3)c(F)cc2c1=O
CHEMBL15353,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1
CHEMBL15361,O=C(O)c1cn(C2CCC2)c2cc(N3CCNCC3)c(F)cc2c1=O
CHEMBL15296,NCC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1
CHEMBL16397,Cc1c(F)c(N2CCC(N)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1
CHEMBL16052,Cc1c(F)c(N2CCNCC2)cc2c1c(=O)c(C(=O)O)cn2C1CC1
CHEMBL15373,NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CCC2)C1
CHEMBL429961,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1
CHEMBL11012,O=C(OCN1C(=O)CC1S(=O)(=O)c1ccccc1)c1ccccc1
CHEMBL65390,CNC(=O)OCc1c(COC(=O)NC)c2n(c1C)CS(=O)(=O)C2
CHEMBL415295,COc1ccc(CCNCC(O)C(=O)Oc2ccccc2)cc1OC
CHEMBL60932,Cc1nc2c(c(N)c1C(=O)OCc1ccccc1)c1ccccc1n2C
CHEMBL297022,Cc1cc(C)c2oc(-c3ccc(-c4ccc(C(=O)O)cc4)[nH]3)cc2c1C
CHEMBL39207,CNC(=O)OCc1c(COC(=O)NC)c(C)n(-c2ccccc2)c1C
CHEMBL431338,O=C(O)c1ccc2c(c1)C(NCc1ccccc1)c1ccccc1CO2
4-UREIDOETODOLAC,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3NC(N)=O
CHEMBL24128,CNC(=O)OCc1c(COC(=O)NC)c(-c2ccccc2)n(C)c1C
CHEMBL277569,CCOc1ccc(C(=O)c2c(SC)cc3n2CCC3C(=O)O)cc1
CHEMBL432506,Nc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2cc1N1CCSCC1
CHEMBL54506,CC1(C)Cc2c(-c3ccccc3)c(-c3ccccc3)c(CC(=O)O)n2C1
CHEMBL24373,O=C(O)CCCC(=O)N1CCC2(CC1)CCN(c1ccncc1)CC2
CHEMBL13033,O=C(O)CCCCC(=O)N1CCC2(CCN(c3ccncc3)CC2)C1
CHEMBL21913,CN(C/C=C/C(=O)OCc1ccccc1)Cc1cccc2ccccc12
CHEMBL53026,CCOC(=O)c1oc2cccc(OCCCN3CCCCC3)c2c1C
CHEMBL308772,CCCSc1nsnc1C1=CCCN(C)C1.O=C(O)C(=O)O
CHEMBL36326,N=C(N)c1ccc(N2CCN(C3CCN(CC(=O)O)CC3)CC2)cc1
CHEMBL284137,CCN(CC)CCCOC(=O)C(C)(c1ccccc1)C1CCCCC1
CHEMBL14455,COc1oc(=O)c2cc(NC(=O)Oc3ccccc3)ccc2c1Cl
CHEMBL6440,CN1Cc2c(C(=O)OCC3CC3)ncn2-c2ccc(Cl)cc2C1=O
CHEMBL9635,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(Cl)cc1)CN2
CHEMBL417308,O=C(CCCCCc1ccc(Cl)cc1)Nc1ccc(C(=O)O)cc1
CHEMBL285784,CCOC(=O)C(C)c1ccc(NCCCc2ccc(Cl)cc2)cc1
CHEMBL286685,CCOC(=O)c1ccc(N(CC)CCCc2ccc(Cl)cc2)cc1
CHEMBL27620,Nc1c(CC(=O)[O-])cc(Cl)cc1C(=O)c1ccc(Cl)cc1.[Na+]
CHEMBL28469,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Cl)cc1Cl.[Na+]
CHEMBL31870,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Cl)c(Cl)c1.[Na+]
CHEMBL61564,CCCN(C)C(=O)Oc1no[n+]([O-])c1-c1c(Cl)cccc1Cl
CHEMBL60314,CCCN(C)C(=O)Oc1nsnc1-c1c(Cl)cccc1Cl
CHEMBL75959,COC(=O)n1c2cc(F)ccc2c2oc(C(=O)N3CCOCC3)cc21
CHEMBL38188,C=Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(NC=O)C3)nc21
CHEMBL25676,COC(=O)C1=C(C)N=C(C)/C(=C(\O)OC)C1c1cccc([N+](=O)[O-])c1
